EIS_Point_Seq,Average,Variance
1,0.6778693453004098,0.6752672921723964
2,0.7615139524783905,0.8756245303061339
3,0.6361132001108979,0.7211267260300841
4,0.5688521723110804,0.520939283206537
5,0.4266712446596222,0.46204868151128486
6,0.5477713279984782,0.5360926733537962
7,0.30467632679700585,0.553624016825918
8,0.2781568644461419,0.420193513306183
9,0.1892264681246057,0.5507422265712341
10,0.11004949487953089,0.5945766531845514
11,0.20290111418677648,0.49317286891853174
12,0.049604793451956224,0.634750438943887
13,0.077182868173291,0.5572377600228502
14,0.04711807407641591,0.8426968598441396
15,0.12558916738465178,0.7035908731011176
16,0.044861566607854286,0.6839891245349918
17,0.10009189074327658,0.7969244098654812
18,-0.03098004686937698,0.9806552587281788
19,0.16953789376514894,0.44838997575963124
20,0.007449091533012701,0.6853627256581204
21,0.20382999358243054,0.6902369531863961
22,0.16159257981520597,0.8375471895019286
23,0.35528897753869865,0.7307911010899886
24,0.41863599627970366,0.5140867600660328
25,0.34122372767616743,0.8268894462331834
26,0.3792884579299385,0.6287112424349407
27,0.5559975267980138,0.7753523577835594
28,0.5476478921253487,0.7368063123664267
29,0.7417035613871774,0.7496164318398989
30,0.7688272922676358,0.6154237506506619
31,0.8780895393549635,1.3720835163825937
32,0.6286802458486216,0.9229025757491914
33,0.812402502553371,1.2613440085066772
34,0.7764491344065602,1.9462204345248828
35,0.3899630349965186,0.8077721480737113
36,0.12013373641239947,1.0009653896798487
37,0.27340892284777146,0.9828929551702976
38,-0.1259812623306001,0.7196002972605311
39,-0.08280046382831137,0.7567619076827244
40,0.15515076048411808,1.2162465325541878
41,0.06433448295984226,1.0414960174379948
42,0.19215863800351396,1.2788192834779868
43,0.23904636224447556,1.08648753057853
44,0.20737150043123573,0.8825882975821366
45,-0.12358750696448238,1.002719762430172
46,0.06410075357454156,0.935703119906606
47,-0.05989249208093682,0.7600917627402857
48,0.12053128492776383,0.7029183248333257
49,0.013988636432299827,1.0164314174187277
50,0.11994973090655196,1.2723270784712186
51,0.005797432201432477,1.1920596002377626
52,-0.06514348090373832,1.1919932494924035
53,-0.46578851132507376,1.4752015404492549
54,-0.01740711194401892,0.8723065741624108
55,-0.3871185705351336,1.6600869942563383
56,0.37350208219407444,2.6598494895982707
57,-0.5351211501069721,1.0183403217476539
58,-0.7285478173259501,1.1710511748537888
59,-0.99576692037057,2.1838498177103878
60,-0.7536668837845976,1.1462081608177312
61,0.11966533012347975,2.774797292511432
62,-1.6148998047544014,4.460465867652128
63,-0.5948027459192969,1.7904486093394072
64,-0.6755456658663308,2.2578319610593907
65,-0.43849207889653485,0.9977596003377793
66,-0.2732253691594,0.8248881359873801
67,0.22494241855345426,1.7802783494508883
68,-0.8659597398083088,2.5638835995053606
69,-0.34088394144818035,0.9232275174154704
70,0.10408314047172657,1.472890024153392
71,-1.2935589134727385,2.764061445176278
72,-0.4592769233323306,1.0742157034768192
73,-0.05600886236288422,0.8317735764867444
74,0.20349982151737075,1.6472209902367734
75,0.2584268056238517,3.8717445719266372
76,-0.009196519685437901,0.974561572382284
77,-1.1138196316551277,3.846768577580012
78,-0.675600971160122,2.22359379510601
79,0.025697541412522118,3.3112721612123135
80,0.5007932846373054,7.367903433422785
