1000.0,0.001,0.001,0.13186644676216874
1000.0,0.001,0.01,0.1547713399710256
1000.0,0.001,0.1,0.11099827792065674
1000.0,0.001,1.0,0.12020523725771104
1000.0,0.001,10.0,0.12871711749244835
1000.0,0.001,100.0,0.17434137216494913
3000.0,0.001,0.001,0.18012337488039695
3000.0,0.001,0.01,0.11641219260670682
3000.0,0.001,0.1,0.13956543992021447
3000.0,0.001,1.0,0.16696345875786162
3000.0,0.001,10.0,0.1652796189426037
3000.0,0.001,100.0,0.1642532207704837
5000.0,0.001,0.001,0.1364147295741681
5000.0,0.001,0.01,0.11029345014319471
5000.0,0.001,0.1,0.16321275319785195
5000.0,0.001,1.0,0.13829119635279044
5000.0,0.001,10.0,0.17410625702508317
5000.0,0.001,100.0,0.09995388733481997
7000.0,0.001,0.001,0.15686984188615852
7000.0,0.001,0.01,0.12680019700948153
7000.0,0.001,0.1,0.14831409369566287
7000.0,0.001,1.0,0.10675076173085608
7000.0,0.001,10.0,0.12827907911916156
7000.0,0.001,100.0,0.1591703353973887
9000.0,0.001,0.001,0.14964383752524069
9000.0,0.001,0.01,0.1413889437958914
9000.0,0.001,0.1,0.14238823843002388
9000.0,0.001,1.0,0.18151264241858864
9000.0,0.001,10.0,0.14403989989290705
9000.0,0.001,100.0,0.1712090482772695
1000.0,0.01,0.001,0.15104642732645482
1000.0,0.01,0.01,0.16428036249244532
1000.0,0.01,0.1,0.10509818597236636
1000.0,0.01,1.0,0.14156269467280538
1000.0,0.01,10.0,0.16333857637623317
1000.0,0.01,100.0,0.12865185502361437
3000.0,0.01,0.001,0.14116955669640982
3000.0,0.01,0.01,0.13511140666132226
3000.0,0.01,0.1,0.16725674684160424
3000.0,0.01,1.0,0.17849822679524463
3000.0,0.01,10.0,0.11017988974914003
3000.0,0.01,100.0,0.17379047791718782
5000.0,0.01,0.001,0.1558124064470375
5000.0,0.01,0.01,0.06157704425807749
5000.0,0.01,0.1,0.13890077057734823
5000.0,0.01,1.0,0.09149393162829171
5000.0,0.01,10.0,0.1330878328175631
5000.0,0.01,100.0,0.1272758737250634
7000.0,0.01,0.001,0.13505918215457122
7000.0,0.01,0.01,0.17172952815866294
7000.0,0.01,0.1,0.13642584010547107
7000.0,0.01,1.0,0.1431069913025599
7000.0,0.01,10.0,0.15927011933082513
7000.0,0.01,100.0,0.13349119937746745
9000.0,0.01,0.001,0.1270736435804913
9000.0,0.01,0.01,0.16476913913263042
9000.0,0.01,0.1,0.13317876647042015
9000.0,0.01,1.0,0.1812993311687062
9000.0,0.01,10.0,0.1366812963026008
9000.0,0.01,100.0,0.14589730934983922
1000.0,0.1,0.001,0.1100043723508466
1000.0,0.1,0.01,0.14758794850046786
1000.0,0.1,0.1,0.125143630284552
1000.0,0.1,1.0,0.1539434184591043
1000.0,0.1,10.0,0.15018798935048472
1000.0,0.1,100.0,0.11005919196858374
3000.0,0.1,0.001,0.16044878665474077
3000.0,0.1,0.01,0.17547020756980666
3000.0,0.1,0.1,0.17391630205838082
3000.0,0.1,1.0,0.14347180661689748
3000.0,0.1,10.0,0.13190224936118777
3000.0,0.1,100.0,0.11489872777633696
5000.0,0.1,0.001,0.17355347625852918
5000.0,0.1,0.01,0.1359081164741507
5000.0,0.1,0.1,0.14919802454679762
5000.0,0.1,1.0,0.0943017322555042
5000.0,0.1,10.0,0.13559354163335507
5000.0,0.1,100.0,0.15819873333773546
7000.0,0.1,0.001,0.1046599752582334
7000.0,0.1,0.01,0.16884962011335863
7000.0,0.1,0.1,0.11079003281595569
7000.0,0.1,1.0,0.1233774483126446
7000.0,0.1,10.0,0.18668472501943578
7000.0,0.1,100.0,0.14775816134795763
9000.0,0.1,0.001,0.14239774465833432
9000.0,0.1,0.01,0.15333421828675256
9000.0,0.1,0.1,0.14919787884291943
9000.0,0.1,1.0,0.17903464476224953
9000.0,0.1,10.0,0.093169201082761
9000.0,0.1,100.0,0.1115380710627146
1000.0,1.0,0.001,0.14926165303580483
1000.0,1.0,0.01,0.1399002775419851
1000.0,1.0,0.1,0.1252908125794154
1000.0,1.0,1.0,0.19425735542582456
1000.0,1.0,10.0,0.15338808227729253
1000.0,1.0,100.0,0.13217070148026439
3000.0,1.0,0.001,0.17783870669153395
3000.0,1.0,0.01,0.11279234840431343
3000.0,1.0,0.1,0.0999386420685016
3000.0,1.0,1.0,0.13348000834585294
3000.0,1.0,10.0,0.1306473125451419
3000.0,1.0,100.0,0.2058017739171886
5000.0,1.0,0.001,0.11260666293367545
5000.0,1.0,0.01,0.1272149191514854
5000.0,1.0,0.1,0.11875125639389177
5000.0,1.0,1.0,0.1440491783439404
5000.0,1.0,10.0,0.12489934532213759
5000.0,1.0,100.0,0.16112094302720834
7000.0,1.0,0.001,0.13276799465546896
7000.0,1.0,0.01,0.11523320075572639
7000.0,1.0,0.1,0.12311641731740047
7000.0,1.0,1.0,0.10375066613172512
7000.0,1.0,10.0,0.14156558087099008
7000.0,1.0,100.0,0.0956839111065877
9000.0,1.0,0.001,0.1270520493481162
9000.0,1.0,0.01,0.1540622222365982
9000.0,1.0,0.1,0.12032378680531901
9000.0,1.0,1.0,0.15867358094460565
9000.0,1.0,10.0,0.1878651590419691
9000.0,1.0,100.0,0.1413968095090346
1000.0,10.0,0.001,0.13046358744993636
1000.0,10.0,0.01,0.16365862899117425
1000.0,10.0,0.1,0.08706572999009464
1000.0,10.0,1.0,0.11256982711546801
1000.0,10.0,10.0,0.14222774641995117
1000.0,10.0,100.0,0.10614636197981678
3000.0,10.0,0.001,0.1064351898513958
3000.0,10.0,0.01,0.12797263920205582
3000.0,10.0,0.1,0.15980747100566645
3000.0,10.0,1.0,0.13875488501566777
3000.0,10.0,10.0,0.15247671740120933
3000.0,10.0,100.0,0.1342783573603605
5000.0,10.0,0.001,0.09748944177242991
5000.0,10.0,0.01,0.12014429083554022
5000.0,10.0,0.1,0.11764649697756349
5000.0,10.0,1.0,0.12537510000370805
5000.0,10.0,10.0,0.14641566764686792
5000.0,10.0,100.0,0.12933641939218493
7000.0,10.0,0.001,0.11043466806529437
7000.0,10.0,0.01,0.09693754347530668
7000.0,10.0,0.1,0.15717422495670139
7000.0,10.0,1.0,0.0719305603806444
7000.0,10.0,10.0,0.13057315595784208
7000.0,10.0,100.0,0.13754442771492525
9000.0,10.0,0.001,0.14374418471824665
9000.0,10.0,0.01,0.15503364291112307
9000.0,10.0,0.1,0.19152756850751293
9000.0,10.0,1.0,0.10491874713478011
9000.0,10.0,10.0,0.1414612333877517
9000.0,10.0,100.0,0.13783603825063423
1000.0,100.0,0.001,0.08844018344172504
1000.0,100.0,0.01,0.1424873225637474
1000.0,100.0,0.1,0.10844945821077384
1000.0,100.0,1.0,0.18531061050193884
1000.0,100.0,10.0,0.15036661557537845
1000.0,100.0,100.0,0.17889589349022336
3000.0,100.0,0.001,0.10991930645838269
3000.0,100.0,0.01,0.13051258703727048
3000.0,100.0,0.1,0.12945710165052762
3000.0,100.0,1.0,0.13704737295921002
3000.0,100.0,10.0,0.12858216489335242
3000.0,100.0,100.0,0.15196941107304718
5000.0,100.0,0.001,0.12399851251882728
5000.0,100.0,0.01,0.1244439692183334
5000.0,100.0,0.1,0.17836465195619683
5000.0,100.0,1.0,0.13968755215630196
5000.0,100.0,10.0,0.0947947922565189
5000.0,100.0,100.0,0.13779627028901334
7000.0,100.0,0.001,0.10974676023985276
7000.0,100.0,0.01,0.17089477713238285
7000.0,100.0,0.1,0.16209565754091415
7000.0,100.0,1.0,0.1761559277499152
7000.0,100.0,10.0,0.17692271061402176
7000.0,100.0,100.0,0.12143814920443902
9000.0,100.0,0.001,0.1216833560943353
9000.0,100.0,0.01,0.13049131598243963
9000.0,100.0,0.1,0.17818111982147194
9000.0,100.0,1.0,0.14901204524098505
9000.0,100.0,10.0,0.1343767844253898
9000.0,100.0,100.0,0.15915446973724418
