EIS_Point_Seq,Average,Variance
1,0.6591779692736052,0.2388384208902822
2,0.586423847235212,0.2326339038975034
3,0.5484390263514279,0.1456960752423638
4,0.5485338358621431,0.1576650592811786
5,0.5252585908792543,0.12420859594032659
6,0.5306781612159504,0.12195932480579733
7,0.5180104762480984,0.1331586286390229
8,0.503274165443974,0.13426015863161128
9,0.498295655476785,0.13020121157392686
10,0.5019726193426203,0.12241718443188217
11,0.4471286967309115,0.12303077445460966
12,0.498133351592383,0.14279586944130218
13,0.5182437306847877,0.12082340610823368
14,0.6814380800326479,0.24214222614591638
15,0.6356805845114623,0.2550733521839309
16,0.668245433087894,0.28505138018870063
17,0.6673407306313262,0.2755948409295857
18,0.6002612675376944,0.24548074337405373
19,0.6666432770278164,0.2757085908659716
20,0.6415628413135803,0.2513497307927542
21,0.6476437590887462,0.247078051243875
22,0.6353785537888407,0.28906569773772195
23,0.6087208131509816,0.21013626785074155
24,0.6969715827397116,0.21528129798647663
25,0.6739266296154587,0.20018553155569396
26,0.6230762481856224,0.18479366934050323
27,0.6612438496110468,0.1882775928073442
28,0.613463457394576,0.1621476771713348
29,0.5759563701363385,0.19014000533432043
30,0.5753956350770111,0.1600375986073135
31,0.5991586937669979,0.1666678994954713
32,0.5276595768241036,0.14129196996482343
33,0.5791933443756474,0.16524089576678935
34,0.5932183436889792,0.18964789231591136
35,0.5804203995262032,0.1469303604618487
36,0.5627959507301495,0.14895893830401186
37,0.5948049631398844,0.16715189670088482
38,0.5636089054171811,0.16056576054583774
39,0.5633342126707361,0.15471247224156245
40,0.5224052059325992,0.12964923922575594
41,0.49112458588823227,0.12892681143363716
42,0.5745549362776317,0.1639519836556839
43,0.5579194613513129,0.14820751169918278
44,0.6134583321340736,0.17230110724159217
45,0.5797310482156409,0.15126159749406184
46,0.5608477279931043,0.12383959394267104
47,0.5437541744024327,0.1402361635262414
48,0.5015350346606156,0.11523446152436154
49,0.6072278309779141,0.1536907687759322
50,0.4607443280777367,0.10651802944860449
51,0.46376702286981913,0.09895142707576403
52,0.4586042609408263,0.1019180891416401
53,0.5297297001788085,0.13541374961601133
54,0.4580784922513748,0.11432741728366319
55,0.4438214504650559,0.09468303438366399
56,0.48181683173563056,0.1288365424872168
57,0.4720026763918034,0.10807033441237096
58,0.44207762504753256,0.08847978260543844
59,0.4294350036378228,0.09117501607494981
60,0.4408064108823537,0.11710142127313025
61,0.38834371915824184,0.08235456794031644
62,0.42711431537093103,0.11376661473369469
63,0.4345706816247963,0.09201322140678922
64,0.4327707750082195,0.10584962367951493
65,0.4842857785666656,0.11290040946599515
66,0.41268974108460577,0.10366146906158413
67,0.42344511331072493,0.10005713961472704
68,0.41412078762261917,0.11760898566643242
69,0.4491559637260404,0.12927499851238178
70,0.44558019016785294,0.09871391647371161
71,0.4741341606600253,0.12806657285663875
72,0.5223709950788112,0.1495724709997014
73,0.4534695168809127,0.11828785399356524
74,0.4992612081830443,0.16283250507122082
75,0.5227218772926236,0.14731209469962742
76,0.4734711052087235,0.12688473042622347
77,0.5089714507530996,0.1727276764323725
78,0.4562339926909456,0.1535576963403733
79,0.5169891484948413,0.19988764744600257
80,0.5739241201851562,0.23323164699010107
