ECM-Num,GOA-Name,Repeat-Time,Iteration,Fitted-Parameters-List,Chi-Square
2,GSO,0,10000,[0.057494156906784,0.06229340474991516,0.6320592722803797,66.40248699507902,0.406644448308334,0.9999976248244511,0.9999380386404622],0.021956737967750647
2,GSO,1,10000,[0.057493802097395096,0.06229754076283738,0.6320491256814278,66.40985520294743,0.40630283890467317,0.9999970254342796,0.9999406735299471],0.021956739088227397
2,GSO,2,10000,[0.057493743856915955,0.06229594244293554,0.6320516202998276,66.41093938849544,0.40658415832448747,0.9999976288977094,0.9999916024833065],0.02195666384210874
2,GSO,3,10000,[0.05749410836725393,0.06229434811939069,0.6320547999599955,66.4024759547515,0.40665717883717445,0.9999995753729025,0.9999935704270232],0.02195665080790833
2,GSO,4,10000,[0.023117745025843586,0.047517960104967845,0.7058027209065854,38.99898915719619,0.5053111793805072,0.30003351291577324,0.10757509166279823],0.007353998812069245
2,GSO,5,10000,[0.05749403774419772,0.06229388985788406,0.632056328792342,66.39848062516211,0.4066829733191608,0.9999987357735954,0.9999980709698627],0.02195664858647585
2,GSO,6,10000,[0.05749304616605813,0.062297627236206035,0.6320456055883882,66.41087926738055,0.40654786532976855,0.9999878933119313,0.9999952501469939],0.02195670844668697
2,GSO,7,10000,[0.022865322829605992,0.04755602625797286,0.7054759885601279,39.06350653035112,0.49911587747016894,0.30004650747105543,0.10704138889843859],0.007354481336970549
2,GSO,8,10000,[0.0574915567204383,0.06230648400846526,0.6320261637978234,66.44965803358753,0.4061847040534517,0.9999952998078667,0.9998981262968718],0.02195681155508981
2,GSO,9,10000,[0.05749333585185174,0.06229687063259453,0.6320475958734293,66.41192813748818,0.4065658176003522,0.9999986086891011,0.9999422467677345],0.02195672818297295
2,GWO,0,10000,[0.023841003087828255,0.047437729429298026,0.7065877906460817,38.8536283325747,0.5239207371653324,0.3,0.10920186141030885],0.007353751832355891
2,GWO,1,10000,[0.02715893119907851,0.04704896159054205,0.710675016228949,38.13048596887205,0.6206873250883994,0.3,0.11995807720510403],0.007378908396348202
2,GWO,2,10000,[0.02386113325866018,0.04743685619422405,0.7065984112100261,38.860507516311905,0.5244959366328141,0.3,0.10925757493616868],0.007353772299238732
2,GWO,3,10000,[0.02329578345813506,0.04751062785473667,0.7059003312199098,38.99367223901817,0.5096412041174604,0.3,0.10779600961851653],0.00735375998518747
2,GWO,4,10000,[0.02435711890223333,0.04739697747374907,0.7070212999317009,38.774316589435934,0.537182450402987,0.3,0.1102618351345066],0.007354644929233052
2,GWO,5,10000,[0.02390406781939396,0.047440093444907384,0.7066000161522971,38.86560959653732,0.5253968194352437,0.3,0.10927252539699887],0.00735380764989041
2,GWO,6,10000,[0.024315457727506484,0.04740505146489473,0.7069726061225455,38.79441954452997,0.5361642109178629,0.3,0.1101847504401773],0.0073545421748633065
2,GWO,7,10000,[0.023182539800905136,0.04750919634865477,0.7058814308867601,38.980521176217,0.5071780973670434,0.3,0.10773386730783457],0.00735384012643742
2,GWO,8,10000,[0.00017902955993250762,0.04882364936737163,0.6939244977567789,41.38464358645039,0.20276474283942555,0.3,0.10224683940467784],0.007670972727430044
2,GWO,9,10000,[0.02350608962563937,0.047472448760263464,0.7062401315667884,38.91927936303665,0.5154873412295501,0.3,0.1084779693458382],0.00735362500787846
2,WOA,0,10000,[0.002761078260185595,0.050008363095255644,0.6861534027716586,42.667505240037485,0.10113984056264269,0.35072799680223443,0.08898657407822319],0.008003946417764569
2,WOA,1,10000,[0.026695645752020807,0.04886992340945941,0.6912038114143988,42.8543377773197,0.09493182363805361,0.4292291912025385,0.06839655090925117],0.007954547288171828
2,WOA,2,10000,[0.03672741293049145,0.04872706458266139,0.6936496282580046,40.87604106339304,0.06151330307424861,0.5062299415432593,0.05483868077462996],0.00808949964868474
2,WOA,3,10000,[0.03302202615196521,0.046203190124169465,0.7116856137455542,36.97979115170798,0.38744144937393016,0.34711865774871936,0.10119125828113733],0.008169974780497245
2,WOA,4,10000,[0.029728206017693264,0.04640998781135681,0.715726435715062,38.760394082610894,0.540718660276466,0.3242546527509587,0.12268217292248261],0.007629775964852458
2,WOA,5,10000,[0.034249763940888606,0.04891207524587097,0.6962853813605894,46.16508823068836,0.31288827992609225,0.37385363635687113,0.07916770133824881],0.00797387537643285
2,WOA,6,10000,[0.026146592507028058,0.048446339507344345,0.6966677365168019,40.835342570917796,0.16759796607804892,0.3874871585232394,0.07588588514429696],0.007640082912601927
2,WOA,7,10000,[0.02403060240793834,0.04784650509579553,0.7025012970787118,39.59605449051628,0.36819853174265854,0.32438115552348384,0.09472765182298556],0.007417015227238387
2,WOA,8,10000,[0.025460292960309203,0.0467804169239704,0.7087911019407572,37.13560884138187,0.3564694137403709,0.33263786292878766,0.09696681830505736],0.007497676540323989
