EIS_Point_Seq,Average,Variance
1,0.9121666512611375,0.41244520243168525
2,0.9113284242291614,1.409572063424438
3,0.8226062490263588,0.33605636943810724
4,1.004526751871147,1.963790981961012
5,0.8689332720487515,0.3360726130432278
6,0.9026282148426393,1.2133033500548724
7,0.5688633670911588,0.14762631677454438
8,0.9099425234378036,1.610841441854013
9,0.8194197429301654,0.2889499687130449
10,0.7207706911876722,0.8283443978417876
11,0.7181022353853818,0.2916982453709717
12,0.650899314107717,0.7339463427583317
13,0.8538284096166586,0.4263212166979003
14,0.5680045645566961,0.39950509039134263
15,0.7949666183229288,0.3822922098107032
16,0.526907819537461,0.32287448807567826
17,0.692952112772102,0.3194753403096513
18,0.6400588478584742,0.5905408093053508
19,0.6766589769631471,0.33259276966532153
20,0.4430234552847925,0.16295650686176985
21,0.6678226732298557,0.28355323069285626
22,0.5223444973763308,0.19156338185812813
23,0.5981888262747858,0.2744312801121536
24,0.5915446777027539,0.27424670047933614
25,0.6326185686999937,0.33508846288234534
26,0.75468519334357,0.39494560894129355
27,0.6348465449023448,0.2596710991847311
28,0.8455638789891836,0.4683423312979207
29,0.7310983535669849,0.3456747466959045
30,1.1142223949902932,0.7197969458115293
31,0.6266724510481058,0.2522814068960433
32,0.9517485748926561,0.35208725669211094
33,0.6545661262641091,0.24929562371045202
34,1.2381660502194334,0.9830343190911431
35,0.8015560989120712,0.25922781856701876
36,1.2842703285286141,0.7193172828409335
37,0.8263826266323661,0.2360420086860894
38,1.0423562358952132,0.5028062673110314
39,0.923932639362522,0.336171468975791
40,1.115081476147451,0.3730553339342062
41,0.5574069648910066,0.4736492422270017
42,0.5868325963967426,0.4024111659215636
43,0.5826727815799094,0.35612974755094784
44,0.6463517359925569,0.5339511654951455
45,0.5264994962603581,0.2534259978450673
46,0.5408281563168722,0.3277110961019446
47,0.5094278565871926,0.2488796813140062
48,0.515410245808934,0.25100518542402533
49,0.478211591476597,0.17881784464824288
50,0.5644253228911711,0.37412530128492055
51,0.5711835019744778,0.2783653076893763
52,0.6046640662631918,0.5094664174961426
53,0.5614825893155263,0.24730927615958165
54,0.617110022173108,0.4960634435489747
55,0.6206469130021552,0.18089654329092641
56,0.646874931633353,0.48739464812333977
57,0.9586551689354693,0.8960092706213852
58,0.6874987766086093,0.5428048862374253
59,1.0325758640737421,0.7731560727725557
60,0.7154940106290726,0.8776488261728783
61,1.0098201529170387,0.6317090024999595
62,0.68394541845553,0.5669022144840278
63,1.0498820207500692,0.5863124740381562
64,0.6686693931758818,0.6412660433360238
65,1.2213211600830938,1.1615324596023187
66,0.7017104162321177,0.4230254768288413
67,1.2104184116390686,1.0414347568166298
68,0.7022631279235986,0.7124488151789563
69,1.1632807764331048,1.2839388811247654
70,0.7267555119643402,0.511370258738178
71,0.7437483307090588,0.7650180083961824
72,0.5531484487432098,0.41309316797378337
73,0.7440588868138243,0.3653730298328046
74,0.6971268151423018,0.40909052339339863
75,0.6747903467834828,0.43486841921247693
76,0.7470576174813567,0.5744927604240397
77,0.7933912820634178,0.7222277709212426
78,0.9392275042481351,0.9641835410870345
79,1.0293751122671895,1.2588337116984238
80,0.841867125348817,0.6585531301963908
81,0.9719712415296929,1.1077817346346284
82,0.9051173447353497,0.8337209741506144
83,0.9819710250025704,1.3023059237926367
84,0.8754544137492262,0.4450766539226252
