EIS_Point_Seq,Average,Variance
1,0.8597484486979171,0.2870128217488526
2,0.7909700899690529,0.5902758428371899
3,0.5714133387062115,0.18218511140352586
4,0.7840375362654428,0.3087649494976202
5,0.6437162696851322,0.17417685626795015
6,0.7046654441210125,0.5302199099700842
7,0.545944559362538,0.116318650373682
8,0.7996190480548122,0.41331599209728226
9,0.6095837242847638,0.18037440963186271
10,0.7098435803216733,0.5602246343804506
11,0.5860284893919805,0.2630672521358114
12,0.6550159066836955,0.40547768771038084
13,0.6790726867782312,0.1688571863541675
14,0.6557566977074385,0.3146577465387259
15,0.5102847468910494,0.1785431500246114
16,0.665067754570238,0.44241690782829757
17,0.8367084869793587,0.44333184559070477
18,0.6117694536243194,0.3515917210480909
19,0.851159712893893,0.501140763230476
20,0.49280087361441804,0.1377673506086143
21,0.8032316241565952,0.46416477600019296
22,0.6983640662505709,0.2841679411116483
23,0.7647056699075744,0.5059190218459878
24,0.7504533329992261,0.2803952703564888
25,0.9987835283588968,1.0248887702209382
26,0.7126564427100868,0.3408217019140983
27,1.0060883351542125,0.9262574548312305
28,0.8022554397899793,0.5263581710575403
29,1.014208267240447,1.0932824001274912
30,0.6484361461810095,0.3019011676180296
31,0.893279720192265,0.6025587048968811
32,0.6497222726170513,0.3234822783574469
33,0.9193327201168466,0.713203198790066
34,0.939013735633743,0.7368996285346745
35,0.8163909415252849,0.32803142524626466
36,0.6430507096538913,0.25904493109048177
37,0.7506625383339034,0.2594603581920432
38,0.717360390653235,0.303175715914109
39,1.0523150608583391,0.351846613536499
40,0.7637775301823586,0.29178020229258095
41,0.859057657496326,0.3750612702573362
42,0.8042005667971887,0.3636249115919797
43,0.9083888898257438,0.4428582415600774
44,1.0616116336739365,0.4993745612101449
45,0.5839839722032238,0.2053451142088846
46,0.8039710528802395,0.3520778364570278
47,0.6155602419231163,0.2586628524428982
48,0.7907850611722796,0.4000089011385655
49,0.5036229794610122,0.18291856388954802
50,0.731497532534584,0.28303711620689664
51,0.5246752840514803,0.15461445679208846
52,0.7291500422825236,0.3320758847972215
53,0.4741096315271348,0.131029962131285
54,0.7001084340312,0.32225038827088925
55,0.5975093530908303,0.2821210374301985
56,0.690122775485779,0.3207666783540732
57,0.590586834485348,0.2133136732000698
58,0.7181347920174457,0.4200416419628045
59,0.702347311555809,0.2661215812888584
60,0.6741965106075217,0.37110535474085976
61,0.7148231058368278,0.32158021208613735
62,0.7646698825487835,0.8182732161903945
63,0.7618824373301111,0.3104049224509365
64,0.7077185762585183,0.6542490071513395
65,0.9338533050671441,0.5395231689328154
66,0.7098838648321907,0.4520497650912439
67,0.813134939370012,0.4340063741454039
68,0.689081597221478,0.7126527992105214
69,0.7634885852867944,0.35952312041751133
70,0.7691841929430769,0.6394326945740543
71,0.7412472443336785,0.27139411509949485
72,0.6137551295032417,0.4811022996004289
73,0.9080896312409038,0.5055918933080205
74,0.6609428521369562,0.40228049089804413
75,0.7784054421113085,0.38711487974666464
76,0.7087921437467916,0.30829082641183797
77,0.8072211041127034,0.3097552632771963
78,1.251214176267185,1.1452892863024748
79,1.0433515078155258,0.9166953219450868
80,1.0512708407108633,0.5863866931706587
81,0.9646433316598872,0.6105222685294348
82,1.0341755620860147,0.49354811842142093
83,0.9842605324363253,0.8689816885643415
84,1.1139849265284456,0.6262815542828097
85,1.0342607408615836,0.7040673355182434
86,0.9597015574438611,0.5537635206723467
87,1.199913127190773,0.8714608044904765
88,1.3429654914378184,0.8578723713367549
89,0.8962617958835066,0.6286631013479002
90,1.1485520576070725,0.7410371488851433
91,0.662914784821233,0.4117667688336277
92,1.2769613400525688,0.8220327322811108
93,0.6729209596768314,0.37835534068946
94,1.1733839725972586,0.8121041615032989
95,0.5916990429916869,0.3117927964806874
96,1.6175599285864513,1.380923386695652
97,0.6139273750764287,0.27005192780701853
98,1.2080064269746664,0.9868052873860143
99,0.8029028481960477,0.54589532287538
100,1.6704819662492016,3.039880003143347
101,0.8555856170946252,0.6283632711393339
102,1.6239101587664235,1.6592282798786941
103,1.1764184506326025,1.5432827353088259
104,1.0517240471803568,0.5651899715256891
105,1.1496869686197793,1.2120828838181852
106,1.1595761574313284,0.7899939515498822
107,1.1049193047850105,0.8918599858689478
108,1.4697643520115473,1.0018858772935535
109,1.0661311525925956,0.6300559394666229
110,1.101980369550272,0.5997312579218728
111,1.0118715290699758,0.7863820990958643
112,1.9438670010036587,2.3362118219655876
113,1.1544418980045454,0.7627697492878898
114,0.9386884113830799,0.4927674151023982
115,1.2015654509724065,0.7753728484516975
116,1.0721356395596506,0.49193371072454206
117,1.0300655776902172,0.63231177152763
118,0.9415985393607553,0.5603694842969975
119,1.3976708907079467,0.8524733820446094
120,1.0167035457729108,0.6040960024681709
121,1.4612074174816785,1.014894523814152
122,1.8884603278466734,2.403205108489388
123,1.3072707237731493,0.8945228651534154
124,1.7816670863481765,2.3306860550579107
125,1.1703303160825795,1.0524957039633693
126,0.9362972898611747,0.4570598944973704
127,0.9812906124538502,0.7319560441118629
128,1.1275658084822084,1.0029655854818205
129,0.8576532252180828,0.6966427093713818
130,1.1683086478264435,0.9651802971518222
131,0.7872017327485236,0.5712089139076283
132,0.7567910280969106,0.41245341319286466
133,0.8148193621496701,0.5080791558461321
134,1.425984093387359,2.2275050488415435
135,0.8580451635693358,0.4019880987818541
136,1.5176308549904929,2.491443004823994
137,0.8839798178411771,0.8313056647939169
138,0.8007243651085586,0.5977652446922119
139,0.7085199092342269,0.2962680319760811
140,0.6649627272076366,0.43835215441092706
141,0.7084732795151566,0.6030439702335632
142,1.2758303196815861,1.6586051217221587
143,0.6767671901878703,0.3126248866489027
144,1.2429468902221854,1.2714068989389684
145,1.2160244200403816,1.0873713761879873
146,1.567173277193,1.1515817977646148
147,1.4657387707918603,0.9486873661145571
148,1.3731991237972958,1.236228416385759
149,1.3555157434964964,0.7989480392505285
150,1.2963528851028965,1.3318828165100889
151,2.09981002545861,1.5112273071910638
152,1.319391762733047,1.8980710804798517
153,1.9999777402350523,1.6125539517595602
154,2.501679060424334,4.598754611997218
155,1.6783197852606546,1.0549780090285776
156,1.745981894794276,1.753514477889245
157,2.037686912998038,1.8405003641911741
158,0.7944989395047587,1.0260764622700052
159,4.289717804548505,10.078267040182164
160,1.6877094744680912,1.0127497422369411
