Distance measure,K,Acc,Kappa
maha_d,21,0.26595744680851063,0.05520757465404223
maha_d,22,0.2553191489361702,0.04513133072123056
maha_d,23,0.2553191489361702,0.04513133072123056
maha_d,24,0.24468085106382978,0.033314020857473925
manha_d,1,0.5,0.37065527065527065
manha_d,2,0.5,0.3488577745025792
manha_d,3,0.48936170212765956,0.3383194016717993
manha_d,4,0.5,0.3476077968103958
manha_d,5,0.46808510638297873,0.3058632402894698
manha_d,6,0.5,0.34519045501704465
manha_d,7,0.5106382978723404,0.35902757189445594
manha_d,8,0.5,0.3369353144229326
manha_d,9,0.5106382978723404,0.3581712928603235
manha_d,10,0.5,0.34285289305369626
manha_d,11,0.5106382978723404,0.35635605835069956
manha_d,12,0.5319148936170213,0.3822255414488424
manha_d,13,0.5319148936170213,0.3846153846153846
manha_d,14,0.5425531914893617,0.3952722920406941
manha_d,15,0.5319148936170213,0.38074562060188655
manha_d,16,0.5212765957446809,0.36591215709788644
manha_d,17,0.5319148936170213,0.3804673457159976
manha_d,18,0.5106382978723404,0.35172413793103446
manha_d,19,0.5106382978723404,0.3532755010469638
manha_d,20,0.5106382978723404,0.3519184652278177
manha_d,21,0.5,0.3364373685791529
manha_d,22,0.5,0.33473874416503535
manha_d,23,0.48936170212765956,0.3240449438202247
manha_d,24,0.4787234042553192,0.31027253668763105
pcc_d,1,0.14893617021276595,-0.048960803459338835
pcc_d,2,0.20212765957446807,-0.012349224583572684
pcc_d,3,0.20212765957446807,-0.01937536148062464
pcc_d,4,0.1595744680851064,-0.062222857960234544
pcc_d,5,0.1276595744680851,-0.09910166833024378
pcc_d,6,0.14893617021276595,-0.06621295902452855
pcc_d,7,0.1595744680851064,-0.06055412739217365
pcc_d,8,0.1702127659574468,-0.047727922263503836
pcc_d,9,0.14893617021276595,-0.07244723331431832
pcc_d,10,0.1702127659574468,-0.05012890289315383
pcc_d,11,0.1702127659574468,-0.049828178694158044
pcc_d,12,0.2127659574468085,0.0021517716253048234
pcc_d,13,0.19148936170212766,-0.03013698630136988
pcc_d,14,0.20212765957446807,-0.01746283735026701
pcc_d,15,0.2127659574468085,-0.010605840476536364
pcc_d,16,0.2127659574468085,-0.0060746311831067655
pcc_d,17,0.23404255319148937,0.02337662337662338
pcc_d,18,0.2127659574468085,-0.007240081088908182
pcc_d,19,0.2127659574468085,-0.0027389361395415575
pcc_d,20,0.23404255319148937,0.025485961123110183
pcc_d,21,0.2127659574468085,-0.0005753739930954927
pcc_d,22,0.22340425531914893,0.008954361640670096
pcc_d,23,0.2127659574468085,-0.002594407610262324
pcc_d,24,0.23404255319148937,0.021965317919075147
se_d,1,0.46808510638297873,0.333805811481219
se_d,2,0.5,0.35077149155033066
se_d,3,0.5106382978723404,0.3637433784579164
se_d,4,0.5106382978723404,0.3669106881405563
se_d,5,0.5319148936170213,0.3968207670993145
se_d,6,0.5531914893617021,0.4208596156667156
se_d,7,0.4787234042553192,0.32866929019093427
se_d,8,0.5212765957446809,0.3760141613807346
se_d,9,0.5,0.3427551324010711
se_d,10,0.5,0.3427551324010711
se_d,11,0.5106382978723404,0.3552042946614971
se_d,12,0.5106382978723404,0.3538553496712492
se_d,13,0.5212765957446809,0.36912751677852357
se_d,14,0.5212765957446809,0.3705357142857143
se_d,15,0.5106382978723404,0.35395189003436417
se_d,16,0.5319148936170213,0.38498141263940516
se_d,17,0.5212765957446809,0.3686567164179105
se_d,18,0.5106382978723404,0.35453052694432
se_d,19,0.5106382978723404,0.35750371471025255
se_d,20,0.5106382978723404,0.3534688995215311
se_d,21,0.48936170212765956,0.3225225225225225
se_d,22,0.48936170212765956,0.3225225225225225
se_d,23,0.46808510638297873,0.29461203662014107
se_d,24,0.4574468085106383,0.2789893217025116
