1000.0,1e-05,0.30851063829787234
3000.0,1e-05,0.30851063829787234
5000.0,1e-05,0.30851063829787234
7000.0,1e-05,0.30851063829787234
9000.0,1e-05,0.30851063829787234
1000.0,0.0001,0.30851063829787234
3000.0,0.0001,0.30851063829787234
5000.0,0.0001,0.30851063829787234
7000.0,0.0001,0.30851063829787234
9000.0,0.0001,0.30851063829787234
1000.0,0.001,0.6948085106382978
3000.0,0.001,0.6948085106382978
5000.0,0.001,0.6948085106382978
7000.0,0.001,0.6944317571312838
9000.0,0.001,0.6948085106382978
1000.0,0.01,0.5799811368551413
3000.0,0.01,0.6211476108503698
5000.0,0.01,0.6384420802769087
7000.0,0.01,0.5984038877325845
9000.0,0.01,0.6263932364780224
1000.0,0.1,0.46685614442182544
3000.0,0.1,0.4614813950399765
5000.0,0.1,0.4501360094521102
7000.0,0.1,0.4534760601755683
9000.0,0.1,0.46436157162264746
1000.0,1.0,0.4211611526378851
3000.0,1.0,0.4143238609348333
5000.0,1.0,0.4159080689639485
7000.0,1.0,0.407009371736241
9000.0,1.0,0.4094133450797267
1000.0,10.0,0.406158911022666
3000.0,10.0,0.41074326982007264
5000.0,10.0,0.41511932740573926
7000.0,10.0,0.42691013633368924
9000.0,10.0,0.40704582615073936
1000.0,100.0,0.40347760696339247
3000.0,100.0,0.4054174510769926
5000.0,100.0,0.4121991162451879
7000.0,100.0,0.40880455475241523
9000.0,100.0,0.4183947802816215
1000.0,1000.0,0.4291345220374477
3000.0,1000.0,0.41233872165401797
5000.0,1000.0,0.41666606765724157
7000.0,1000.0,0.4127184564416307
9000.0,1000.0,0.4184672784442848
1000.0,10000.0,0.39682943890737843
3000.0,10000.0,0.4308551389367228
5000.0,10000.0,0.42034277337479786
7000.0,10000.0,0.4128035919565439
9000.0,10000.0,0.41519946438237554
1000.0,100000.0,0.4135942601785803
3000.0,100000.0,0.40612964230054305
5000.0,100000.0,0.4227736029048451
7000.0,100000.0,0.4214234960041805
9000.0,100000.0,0.4266314748776319
