1000.0,0.0001,0.14554080367752603
1000.0,0.001,0.16147196540059094
1000.0,0.01,0.4730966402248797
1000.0,0.1,0.5391813500944521
1000.0,1.0,0.5009966140044484
1000.0,1e-05,0.08275156146561587
3000.0,1.0,0.1364725810230908
3000.0,0.0001,0.4650646591874533
3000.0,0.001,0.49317258074693743
3000.0,0.01,0.47580592508102554
3000.0,0.1,0.580852156969599
3000.0,1e-05,0.15900618667033958
5000.0,0.0001,0.13338961355465373
5000.0,0.001,0.4771188627941978
5000.0,0.01,0.5028541368317699
5000.0,0.1,0.44553088259941376
5000.0,1.0,0.5163661526945932
5000.0,1e-05,0.1348803230811877
7000.0,0.0001,0.10943632900984539
7000.0,0.001,0.5212140151544041
7000.0,0.01,0.5311103726544826
7000.0,0.1,0.525160882620504
7000.0,1.0,0.5329778215928471
7000.0,1e-05,0.1498627121751661
9000.0,0.0001,0.1406142080716848
9000.0,0.001,0.5195997446655856
9000.0,0.01,0.523604952874112
9000.0,0.1,0.5460290942166559
9000.0,1.0,0.5631288385458546
9000.0,1e-05,0.17792755757273854
